society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score
shri banke bihari society,flat,sector 56,1.35,9642.0,3,3,3+,4.0,Old Property,1450.0,0,0,0,0,1,1,174
signature global city 92,flat,sector 92,0.78,7722.0,2,2,3,2.0,Under Construction,887.9308756400001,0,0,0,0,1,0,24
hcbs sports ville,flat,sohna road road,0.2,4219.0,1,1,1,3.0,New Property,474.042156,0,0,0,0,0,0,71
independent,house,sector 43,15.5,28233.0,5,6,3,3.0,Moderately Old,5490.0,1,1,1,0,0,0,76
independent,house,sector 43,2.1,4250.0,10,10,3+,5.0,New Property,549.0,0,1,0,0,0,0,20
dlf new town heights,flat,sector 90,1.65,6979.0,4,4,3+,15.0,Moderately Old,2101.8825811300003,0,1,0,0,0,1,137
emaar mgf marbella,house,sector 66,15.1,18605.0,5,5,3+,3.0,New Property,8115.9806,1,1,1,0,0,0,120
sobha city,flat,sector 108,3.75,14938.0,3,3,2,16.0,New Property,2083.06973449,0,1,0,0,0,0,77
cghs airport apartment,flat,sector 47,1.8,6000.0,4,4,3+,4.0,Moderately Old,2780.9444964400004,0,0,1,0,0,1,120
antriksh heights,flat,sector 84,0.6,5000.0,2,2,2,14.0,Relatively New,1059.11336737,0,0,0,0,0,0,52
pareena mi casa,flat,sector 68,1.0,8163.0,2,2,2,16.0,New Property,1412.82244426,0,1,0,0,0,0,65
sidhartha ncr one phase,flat,sector 95,0.56,4105.0,2,2,2,10.0,Relatively New,1206.0327411300002,0,0,0,0,0,1,60
pioneer araya,flat,sector 62,9.14,19488.0,4,6,3,16.0,Relatively New,3817.3960166099996,1,1,1,0,0,1,146
tata primanti,house,sector 72,8.5,13492.0,5,6,3+,10.0,Relatively New,6300.0,1,1,1,0,0,1,145
smart world orchard,flat,sector 61,2.5,16139.0,3,3,1,1.0,Under Construction,1549.0,0,0,0,0,0,0,61
independent,house,sector 43,9.85,29642.0,5,5,2,3.0,Old Property,3323.0,1,1,0,0,0,0,21
palam vihar society,flat,sector 2,0.4,8602.0,1,1,1,5.0,Moderately Old,450.0,0,0,0,0,0,1,39
viridian the plaza 106,flat,sector 106,0.46,6571.0,1,1,1,18.0,New Property,886.9598535100001,0,0,0,0,0,0,104
chd avenue,flat,sector 71,0.82,7083.0,2,2,2,6.0,Moderately Old,1059.11336737,0,0,0,0,0,0,0
siddhartha apartment,flat,sector 95,1.1,4327.0,4,3,3,9.0,Relatively New,2731.98631477,0,1,0,0,1,0,22
antriksh heights,flat,sector 84,0.73,6083.0,2,2,3+,4.0,Relatively New,1058.17626799,1,0,1,0,0,0,158
divya apartments,flat,sector 6,0.6,7594.0,2,2,0,2.0,Relatively New,790.0,0,0,0,0,0,1,15
ashok vihar phase 2,flat,sector 3 phase 2,0.28,4307.0,2,2,1,3.0,Relatively New,651.5546771900001,0,0,0,0,0,0,64
shapoorji pallonji joyville gurugram,flat,sector 102,1.75,9449.0,3,3,3,10.0,Relatively New,1479.4352667000003,1,1,0,0,1,0,49
raheja sampada,flat,sector 92,0.65,4744.0,3,2,3,6.0,Relatively New,1211.40784017,0,0,0,0,0,0,49
sector 14 rwa,house,sector 14,6.5,20635.0,4,4,3+,2.0,Moderately Old,3150.0,0,0,0,0,0,0,0
godrej summit,flat,sector 104,0.82,9854.0,2,2,3,12.0,Relatively New,263.2467551593,1,0,0,0,0,0,120
godrej,flat,sector 79,1.35,8970.0,3,3,2,7.0,Relatively New,1332.34756857,0,0,0,0,0,0,118
ansal heights 86,flat,sector 86,1.25,7396.0,3,2,1,11.0,New Property,1498.0797889700002,0,0,0,0,0,0,45
sidhartha ncr one phase,flat,sector 95,0.6,4800.0,2,2,3,10.0,New Property,1250.0,0,0,0,0,0,0,0
independent,house,sector 40,5.0,21124.0,9,9,3+,3.0,Moderately Old,2367.0,0,1,1,0,0,1,83
ats tourmaline,flat,sector 109,2.1,8123.0,3,4,3+,11.0,Relatively New,2100.0,0,1,0,0,0,1,165
emaar mgf emerald floors premier,flat,sector 65,2.36,14303.0,3,3,3,0.0,Relatively New,1462.24579537,1,1,0,0,0,1,159
dlf the ultima,flat,sector 81,2.25,10553.0,3,3,3+,6.0,New Property,1894.04541825,0,1,0,0,0,2,168
signature global park,flat,sohna road road,0.56,6812.0,2,2,3,3.0,New Property,1009.1603031700001,0,0,0,0,0,0,111
unitech heritage city,flat,sector 14,4.26,13108.0,4,4,0,9.0,Old Property,3250.0,0,0,0,0,0,0,0
independent,house,sector 9,3.5,13410.0,9,9,3+,3.0,Relatively New,2610.0,1,0,0,0,0,0,23
bestech spa signature,flat,sector 81,4.45,10595.0,4,4,3+,8.0,Relatively New,3850.0,1,1,0,0,1,1,49
m3m golfestate,flat,sector 65,4.95,15906.0,3,3,3,10.0,Relatively New,2771.97826145,0,1,0,0,0,1,82
ashiana anmol,flat,sohna road road,0.9,9463.0,2,2,2,13.0,Relatively New,1132.3371797050002,0,0,0,0,0,2,120
tulsiani easy in homes,flat,sohna road road,0.4,7920.0,2,2,3,9.0,Under Construction,691.63946266,0,0,0,0,0,0,36
emaar mgf emerald floors premier,flat,sector 65,2.8,14177.0,4,4,3,2.0,Relatively New,2164.0547167600002,1,1,0,0,0,1,108
ss the leaf,flat,sector 85,1.84,7641.0,3,4,3,8.0,Relatively New,2007.439106075,0,0,0,0,0,0,158
independent,house,sector 4,0.4,8889.0,1,1,0,1.0,Moderately Old,450.0,0,0,0,0,0,0,0
bptp mansions park prime,flat,sector 66,3.0,10853.0,4,4,3,3.0,Relatively New,2700.0,1,1,0,0,1,1,174
godrej nature plus,flat,sector 33 road,1.45,15664.0,3,2,3+,20.0,Under Construction,118.0,1,0,0,0,0,0,144
paras dews,flat,sector 106,1.05,8536.0,3,4,3+,10.0,Relatively New,1345.0,0,1,0,0,0,0,174
vatika gurgaon,flat,sector 83,1.25,7812.0,4,4,3,12.0,Moderately Old,1956.8066287400002,0,1,0,0,0,0,103
dlf the primus,flat,sector 82a,2.95,11451.0,4,5,3+,10.0,Relatively New,2090.2028153600004,0,1,0,0,0,2,174
ireo skyon,flat,sector 60,3.0,12484.0,3,3,3,5.0,Relatively New,2400.0,0,1,0,0,0,1,174
signature global synera,flat,sector 81,0.4,6319.0,2,2,1,12.0,Relatively New,638.430916885,0,0,0,0,0,0,23
independent,house,sector 9,0.22,7407.0,2,2,2,1.0,Old Property,218.8639525,0,0,0,0,0,0,0
housing board colony,house,sector 28,3.5,25926.0,6,6,3,3.0,Relatively New,1350.0,0,0,0,0,0,0,0
ireo victory valley,flat,sector 67,3.05,16266.0,3,4,2,35.0,Relatively New,2200.0,1,1,0,0,0,1,165
ats kocoon,flat,sector 109,1.68,9627.0,3,3,3,8.0,Relatively New,1547.3515301700002,0,0,0,0,0,0,142
gls arawali homes,flat,sohna road road,0.29,6035.0,2,2,2,9.0,Relatively New,667.099705239943,0,0,0,0,0,0,55
vatika seven elements,flat,sector 89,1.6,8163.0,3,3,3,5.0,New Property,1739.95924577,0,0,0,0,0,0,58
ambience lagoon,flat,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,3098.90409128,0,1,0,0,0,1,143
independent,house,sector 14,6.4,20317.0,6,6,3+,3.0,Old Property,3150.0,0,0,0,0,1,0,35
smart world orchard,flat,sector 61,1.57,13652.0,2,2,2,3.0,New Property,1150.0,1,0,0,0,1,0,71
suncity vatsal valley,flat,gwal pahari,1.38,9650.0,3,3,2,1.0,Relatively New,1265.1588305700002,0,0,0,0,0,1,151
independent,house,sector 7,0.45,5000.0,3,2,1,2.0,Old Property,900.0,0,0,0,0,1,0,12
independent,house,sector 45,4.49,24455.0,9,9,3+,3.0,Moderately Old,1836.0,0,0,0,0,1,1,90
rof ananda,flat,sector 95,0.32,5736.0,2,2,1,10.0,Relatively New,735.8862201596794,0,0,0,0,0,1,50
smart world orchard,flat,sector 61,1.5,12500.0,2,2,2,2.0,Under Construction,1387.7813685100002,1,0,0,0,0,0,49
independent,house,sector 25,13.0,45710.0,6,8,3+,2.0,Relatively New,2844.0,1,1,1,0,0,2,0
bestech park view ananda,flat,sector 81,0.9,6618.0,2,2,3,8.0,New Property,1202.44934177,0,0,0,0,1,0,60
tulip violet,flat,sector 69,1.76,9513.0,3,4,2,0.0,Relatively New,1641.4157633700001,0,0,0,0,0,0,157
experion windchants,flat,sector 112,3.75,13383.0,3,5,3+,22.0,Relatively New,2494.26481105,0,1,0,0,0,1,49
independent,house,manesar,1.1,6172.0,8,8,0,1.0,New Property,1782.0,0,0,0,0,0,0,0
independent,house,sector 6,0.5,13889.0,5,3,3,3.0,Old Property,360.0,0,0,0,0,0,0,0
independent,house,sector 2,6.0,24691.0,5,6,3+,3.0,Old Property,2430.0,1,0,0,0,1,1,43
m3m soulitude,flat,sector 89,1.28,8827.0,3,3,2,4.0,Under Construction,1638.19212601,1,0,0,0,0,0,114
independent,house,sector 5,3.5,15555.0,6,5,2,3.0,Old Property,2250.0,1,1,0,0,1,2,155
vatika signature villas,house,sector 82,4.7,21759.0,3,3,3+,3.0,New Property,2160.0,0,1,0,0,0,0,33
ss hibiscus,flat,sector 50,6.0,12272.0,4,3,3,5.0,Moderately Old,3925.8328553700003,0,1,0,0,0,0,31
independent,house,sector 26,8.1,35294.0,5,5,2,4.0,Old Property,2295.0,0,0,0,0,0,0,42
huda sector-56 gurgaon,house,sector 56,3.6,24845.0,5,5,3+,3.0,Moderately Old,1449.0,0,0,0,0,1,0,47
signature global park,flat,sohna road road,0.56,6812.0,2,2,3,3.0,New Property,1009.1603031700001,0,0,0,0,0,0,81
paras dews,flat,sector 106,1.34,9550.0,4,5,3+,7.0,Relatively New,1535.0,0,1,0,0,0,0,49
orris aster court,flat,sector 85,0.9,5671.0,3,3,3,8.0,Relatively New,1405.8072554500002,0,0,0,0,0,0,49
independent,house,sector 23,2.9,11600.0,4,4,3,2.0,Relatively New,2500.0,0,1,0,0,0,1,43
independent,house,sector 13,1.5,11538.0,10,7,3,4.0,Moderately Old,1300.0,0,0,0,0,0,0,0
shree vardhman victoria,flat,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,2139.0136410100004,0,1,0,0,0,0,174
palam vihar society,flat,sector 2,3.35,7444.0,4,4,3+,2.0,New Property,4693.20336751,1,0,0,0,0,0,66
hcbs sports ville,flat,sohna road road,0.22,4603.0,1,1,1,9.0,Relatively New,477.809521,0,0,0,0,0,1,44
mvn athens,flat,sohna road road,0.27,5897.0,2,2,1,4.0,Relatively New,644.350560023541,0,0,0,0,1,1,35
vatika the seven lamps,flat,sector 82,0.86,6022.0,2,2,2,12.0,Relatively New,1265.1588305700002,1,0,0,0,0,1,135
unitech nirvana birch court,house,sector 50,6.8,31481.0,4,4,3+,2.0,Old Property,2160.0,1,1,0,0,0,0,105
conscient elevate,flat,sector 59,3.9,16993.0,3,1,0,0.0,Under Construction,2295.0,0,0,0,0,0,0,0
m3m the marina,flat,sector 68,1.32,8759.0,2,2,3,15.0,Relatively New,1334.1392682500002,1,0,0,0,0,0,120
shree vardhman flora,flat,sector 90,0.85,4404.0,3,4,3,3.0,Relatively New,1675.63793829,0,1,1,0,0,0,110
independent,house,sector 12,3.71,19818.0,3,3,1,4.0,Moderately Old,1872.0,0,0,0,0,0,0,0
adani brahma samsara vilasa,flat,sector 63,3.0,16666.0,3,3,3,3.0,New Property,1800.0,0,0,0,0,0,0,24
sare homes,flat,sector 92,0.65,4587.0,3,3,2,3.0,Relatively New,1605.1379060200002,0,0,0,0,0,0,6
tata primanti,flat,sector 72,6.5,15294.0,4,4,3+,0.0,Relatively New,3791.45537937,1,1,0,0,0,0,67
emaar mgf emerald estate,flat,sector 65,1.7,21013.0,3,3,3,7.0,Relatively New,1114.971514975,1,0,0,0,0,1,116
umang monsoon breeze,flat,sector 78,0.9,4615.0,3,3,2,1.0,Moderately Old,1900.0,0,1,0,0,0,0,65
bptp terra,flat,sector 37d,1.5,8282.0,3,3,3,17.0,Relatively New,1682.4334546100001,0,0,0,0,1,0,49
mapsko royale ville,flat,sector 82,0.97,5418.0,3,4,2,16.0,Relatively New,1587.66477297,0,1,0,0,0,0,95
antriksh green,flat,sector 45,2.25,7826.0,4,4,2,9.0,Old Property,3065.5334437600004,0,1,0,0,0,2,23
supertech hues,flat,sector 68,0.9,7627.0,2,2,2,1.0,New Property,1367.7485079100002,0,0,0,0,0,0,44
independent,house,sector 3 phase 2,1.1,10000.0,5,4,2,1.0,Relatively New,1100.0,0,0,0,0,0,0,0
maruti vihar colony,flat,sector 28,0.95,8886.0,2,1,1,1.0,Old Property,1256.56613158,0,0,0,0,0,0,59
ramsons kshitij,flat,sector 95,0.22,6470.0,1,1,1,2.0,New Property,288.68250496999997,0,0,0,0,0,0,0
puri emerald bay,flat,sector 104,2.3,9387.0,3,4,3+,10.0,Moderately Old,2178.92566737,0,1,0,0,0,0,101
smart world orchard,flat,sector 61,2.6,14723.0,3,3,2,2.0,New Property,1766.0,0,0,0,0,0,0,47
shapoorji pallonji joyville gurugram,flat,sector 102,1.99,20664.0,2,2,2,14.0,New Property,1171.493481965,0,0,0,0,0,0,152
ats kocoon,flat,sector 109,2.2,10023.0,3,4,3,8.0,Relatively New,1860.0,0,1,0,0,0,0,156
umang winter hills,flat,sector 77,1.1,5296.0,3,4,3+,9.0,Relatively New,1816.60612878,0,1,0,0,0,0,49
international city by sobha phase 1,house,sector 109,5.75,16428.0,4,4,2,3.0,Relatively New,4800.0,0,1,0,0,0,0,146
tarc maceo,flat,sector 91,0.9,6870.0,2,2,2,13.0,Relatively New,1157.65684977,0,0,0,0,0,2,67
deepak minda,flat,manesar,1.25,4716.0,3,3,3+,6.0,Moderately Old,2840.16376201,0,1,0,0,0,0,44
independent,house,sector 45,7.35,29697.0,6,4,3+,3.0,Old Property,2475.0,1,1,1,0,0,1,61
eldeco mansionz,house,sector 48,5.15,18885.0,5,7,3,2.0,Moderately Old,2727.0,0,1,0,0,0,1,145
indiabulls centrum park,flat,sector 103,1.33,8580.0,3,3,3+,8.0,Relatively New,1663.01060099,1,0,0,0,0,0,150
ss the leaf,flat,sector 83,1.19,7225.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,0,0,0,49
ardee city,flat,sector 52,1.55,7381.0,4,4,3,1.0,Moderately Old,2100.0,0,0,0,0,0,0,0
ss the leaf,flat,sector 85,1.06,6343.0,2,2,2,12.0,Relatively New,1481.05864201,0,0,0,0,0,0,44
sare crescent parc royal greens phase 1,flat,sector 92,0.65,4512.0,3,3,3,1.0,Moderately Old,1274.5204613980002,0,0,0,0,0,0,91
mapsko mount ville,flat,sector 79,1.4,9395.0,3,3,3,2.0,New Property,1678.2578472100001,0,0,0,0,0,1,112
dlf new town heights,house,sector 86,2.5,7827.0,4,5,3+,4.0,Moderately Old,3194.0,0,1,0,0,1,1,49
dlf the primus,flat,sector 82a,2.25,10714.0,3,3,3+,29.0,Relatively New,2289.2600955100006,0,1,0,0,0,2,72
ansals palam vihar,house,sector 2,2.68,17213.0,4,3,2,3.0,Moderately Old,1557.0,0,0,1,0,0,1,74
ashiana apartment,flat,sector 23,0.16,2051.0,2,2,2,1.0,Moderately Old,682.85643457,0,0,0,0,0,0,0
independent,house,sector 9,0.42,9333.0,5,3,2,2.0,Old Property,450.0,0,0,0,0,0,0,0
aipl the peaceful homes,flat,sector 70a,2.5,11627.0,3,3,3+,15.0,Relatively New,1724.09926919,0,0,0,0,1,1,174
umang winter hills,flat,sector 77,1.4,6340.0,3,3,3,10.0,Relatively New,1735.0,0,0,0,0,0,0,28
m3m golfestate,flat,sector 65,6.15,18331.0,3,4,2,20.0,Relatively New,3355.0,0,0,0,0,0,0,34
indiabulls enigma,flat,sector 110,3.49,10264.0,4,5,3,7.0,Relatively New,3029.98301537,0,1,0,0,0,0,165
bestech park view ananda,flat,sector 81,1.45,8734.0,3,2,3+,3.0,Relatively New,1370.3958923700002,0,0,0,0,1,0,45
independent,house,sector 105,0.55,10913.0,4,4,0,2.0,Moderately Old,56.0,0,0,0,0,0,0,0
ss aaron ville,house,sector 49,6.75,15000.0,5,4,2,2.0,New Property,4500.0,0,0,0,0,1,0,49
independent,house,sector 3,0.68,3874.0,5,3,0,1.0,Moderately Old,1755.0,0,0,0,0,0,0,0
viridian the plaza 106,flat,sector 106,0.39,5571.0,1,1,1,7.0,Relatively New,623.86877169,0,0,0,0,0,0,130
signature the roselia,flat,sector 95,0.48,7164.0,2,2,2,6.0,Relatively New,856.91056261,0,0,0,0,0,0,16
dlf new town heights,flat,sector 91,1.65,6345.0,4,4,3+,11.0,Moderately Old,2101.8825811300003,0,1,0,0,0,0,72
shree vardhman flora,flat,sector 90,0.65,4814.0,2,2,3,6.0,Relatively New,1193.49084337,1,0,0,0,0,0,174
adani oyster greens,flat,sector 102,1.9,10058.0,3,3,3+,9.0,Relatively New,2077.9134161800002,1,0,1,0,0,0,0
pioneer urban presidia,flat,sector 62,7.15,16486.0,4,5,3+,7.0,Relatively New,3869.3943154500002,1,1,1,0,0,1,158
paras dews,flat,sector 106,1.42,6029.0,4,6,3+,11.0,Relatively New,2093.81993257,0,1,0,0,0,0,143
independent,house,sector 12,6.0,35088.0,9,6,2,2.0,Old Property,1710.0,0,0,0,0,0,0,0
experion the heartsong,flat,sector 108,1.2,6825.0,3,2,3+,11.0,Relatively New,1550.0,0,1,0,0,0,1,174
the close south,flat,sector 50,3.25,12810.0,3,4,3+,4.0,Old Property,2726.9780996200006,0,1,0,0,0,1,135
vasant appartments,flat,sector 14,1.7,7391.0,5,5,2,2.0,Old Property,2489.5887015100006,1,0,1,0,0,2,71
tulip violet,flat,sector 69,1.37,8675.0,3,3,1,12.0,Relatively New,1562.0406597700003,0,0,0,0,0,0,95
pareena coban residences,flat,sector 99a,1.05,6774.0,2,2,3,2.0,Relatively New,1390.0,1,0,0,0,0,0,49
la vida by tata housing,flat,sector 113,1.32,10344.0,2,2,2,3.0,Relatively New,1199.0,0,0,0,0,0,0,49
independent,house,sector 28,1.45,8000.0,3,2,1,1.0,Relatively New,1800.0,0,0,0,0,0,0,0
ss the leaf,flat,sector 85,1.2,7317.0,2,2,3+,14.0,Relatively New,1394.49161396,0,0,1,0,0,0,141
rof ananda,flat,sector 95,0.26,6032.0,1,1,1,8.0,New Property,468.5398236266,0,0,0,0,0,0,49
shapoorji pallonji joyville gurugram,flat,sector 102,1.35,14754.0,2,2,2,10.0,Under Construction,803.79616297,0,0,0,0,0,0,22
surendra homes dayaindependentd colony,house,sector 6,0.75,15625.0,4,4,2,1.0,Moderately Old,480.0,0,0,0,0,0,0,0
shree vardhman flora,flat,sector 90,0.66,5076.0,2,2,3,4.0,Relatively New,1148.04269634,1,0,0,0,0,0,119
godrej nature plus serenity,flat,sector 33 road,1.39,11583.0,3,2,3+,23.0,Under Construction,1387.7813685100002,0,0,0,0,0,0,105
independent,house,sector 25,10.0,37037.0,5,6,3,3.0,Old Property,2700.0,0,1,1,0,0,1,64
tulip yellow,house,sector 69,2.95,16389.0,4,3,2,3.0,New Property,1800.0,0,0,0,0,1,2,111
suncity avenue 76,flat,sector 76,0.55,7422.0,2,2,2,9.0,Under Construction,928.0272177400001,0,0,0,0,0,0,26
ansal api esencia,house,sector 67,1.85,8222.0,3,3,3,1.0,Moderately Old,436.22049001000005,0,0,0,0,0,0,49
sobha city,flat,sector 108,2.9,14478.0,3,4,2,11.0,Relatively New,2003.0,0,0,0,0,0,0,108
m3m golfestate,flat,sector 65,6.15,18287.0,3,3,3,23.0,Moderately Old,2948.5494575499997,1,1,0,0,0,1,60
assotech blith,flat,sector 99,1.15,6593.0,2,2,2,2.0,New Property,1206.9285909700002,0,0,0,0,1,1,72
dlf city plots,house,sector 26,16.0,37780.0,4,4,3,1.0,Relatively New,4235.0,1,0,1,0,0,0,7
ramprastha city,flat,dwarka expressway,1.3,9027.0,3,3,2,3.0,Under Construction,1274.11732897,0,0,0,0,0,0,0
sare crescent parc,flat,sector 92,0.9,4278.0,4,5,3+,14.0,Relatively New,1659.33276017,0,1,0,0,1,0,62
corona optus,flat,sector 37c,1.5,6361.0,3,4,3+,14.0,New Property,2096.50748209,0,1,0,0,1,0,83
vatika signature villas,house,sector 82,3.2,14351.0,3,4,3,1.0,New Property,2160.0,1,1,1,0,0,0,66
ireo skyon,flat,sector 60,2.85,13936.0,3,4,3+,5.0,Relatively New,2045.0,0,1,0,0,0,1,174
emaar mgf palm hills,flat,sector 77,1.64,8410.0,4,3,3,9.0,Relatively New,1731.00074737,0,1,0,0,0,0,102
m3m heights,flat,sector 65,2.33,18477.0,2,2,3,35.0,Under Construction,1113.7602076100002,0,0,0,0,0,1,49
dlf new town heights,flat,sector 91,1.8,7679.0,4,4,3+,6.0,Moderately Old,2533.66099483,0,1,0,0,0,0,81
independent,house,sector 4,0.6,11696.0,3,3,1,2.0,Old Property,57.0,0,0,0,0,1,0,0
signature global orchard avenue,flat,sector 93,0.4,5479.0,2,2,0,0.0,Relatively New,730.0,0,0,0,0,0,0,0
krrish florence estate,flat,sector 70,1.3,5600.0,3,3,3,17.0,Under Construction,1865.0,0,0,0,0,0,1,61
birla navya,flat,sector 63a,2.1,16666.0,2,2,2,2.0,Under Construction,1447.8799503100001,0,0,0,0,0,0,38
jmd gardens,flat,sector 33,3.25,7510.0,4,4,3+,17.0,Old Property,4520.92076635,0,1,0,0,0,1,130
puri emerald bay,flat,sector 104,2.23,9911.0,3,4,3+,10.0,Relatively New,2309.21610869,0,1,0,0,0,1,159
ireo uptown,flat,sector 66,1.5,11219.0,2,3,3,1.0,Relatively New,1330.0,0,1,0,0,1,1,79
signature global city 92,flat,sector 92,0.78,8047.0,2,2,2,2.0,New Property,1056.4258178500002,0,0,0,0,0,1,47
godrej nature plus,flat,sector 33 road,1.2,14379.0,2,2,3,1.0,New Property,263.4671166259,0,0,0,0,0,0,65
ireo the corridors,flat,sector 67a,1.8,14658.0,3,3,3,6.0,New Property,1560.4042048194,0,1,1,0,0,1,150
godrej air,flat,sector 85,1.8,13136.0,3,3,3,30.0,Under Construction,313.31889022900003,0,0,0,0,0,0,45
dlf the skycourt,flat,sector 86,1.59,8242.0,3,3,3,17.0,Relatively New,1700.0,0,0,0,0,1,1,165
ild grand,flat,sector 37c,0.66,5038.0,2,2,3+,14.0,Relatively New,1310.0,0,0,0,0,0,0,60
naman residency,house,sector 4,0.5,11111.0,2,2,2,2.0,New Property,450.0,1,1,0,0,1,0,14
paras dews,flat,sector 106,1.4,9978.0,4,6,3+,10.0,Relatively New,1535.0,0,1,0,0,0,0,174
pyramid urban homes 2,flat,sector 86,0.6,8000.0,3,2,2,2.0,New Property,937.04200501,0,0,0,0,0,0,13
signature global park,flat,sohna road road,0.55,6690.0,2,2,3,3.0,Relatively New,1009.1603031700001,0,0,0,0,0,0,58
ardee city,house,sector 52,5.5,20370.0,9,9,3+,3.0,Moderately Old,2700.0,0,1,0,0,1,1,26
godrej nature plus,flat,sector 33 road,1.3,8349.0,3,2,3+,18.0,New Property,1378.93176025,0,0,0,0,0,0,38
international city by sobha phase 1,house,sector 109,5.85,26423.0,4,5,3+,2.0,Relatively New,2214.0,0,1,0,0,0,1,85
ashiana mulberry,flat,sohna road road,1.07,6184.0,3,3,3+,7.0,Relatively New,1600.0,0,0,0,0,0,0,167
krisumi waterfall residences,flat,sector 36a,2.2,14874.0,2,2,2,23.0,New Property,1309.05547273,0,0,0,0,0,0,15
independent,house,sector 11,1.35,3857.0,10,6,3+,3.0,Old Property,3500.0,0,0,0,0,0,0,0
dlf royalton tower,flat,sector 43,6.5,20687.0,4,4,3+,9.0,Moderately Old,2668.95552985,0,1,0,0,0,0,7
elan mercado,flat,sector 80,0.85,12408.0,1,1,1,15.0,Relatively New,871.93520806,0,0,0,0,0,0,60
bestech park view city,flat,sector 48,1.8,10250.0,3,4,3,3.0,Moderately Old,1944.6948931900001,1,0,0,0,0,1,76
vatika city,flat,sector 49,1.69,8622.0,3,3,3,3.0,Moderately Old,2149.0300713100005,0,0,0,0,0,0,136
ss the leaf,flat,sector 85,1.14,6951.0,2,2,3,4.0,Relatively New,1453.2872969700002,0,0,0,0,0,0,109
sare crescent parc,flat,sector 92,0.65,4596.0,3,3,3,3.0,Moderately Old,1602.13297693,0,0,0,0,0,0,44
swarn jayanti cghs,flat,sector 54,1.75,7608.0,4,3,3+,3.0,Old Property,1900.0,0,0,0,0,1,1,26
puri emerald bay,flat,sector 104,1.32,8516.0,2,2,2,10.0,Relatively New,1372.6608113700001,0,0,0,0,0,0,128
godrej meridien,house,sector 106,5.6,14000.0,5,4,3+,33.0,New Property,4000.0,1,1,1,0,0,0,151
sobha city,flat,sector 108,2.9,14478.0,3,4,2,8.0,New Property,2003.0,0,0,0,0,0,0,109
sare crescent parc,flat,sector 92,0.51,4080.0,3,2,2,2.0,Relatively New,1103.9058593700001,0,0,0,0,0,0,72
tulip lemon,flat,sector 69,0.6,10000.0,2,1,1,12.0,Relatively New,786.7955505100001,0,0,0,0,0,0,23
suncity avenue,flat,sector 102,0.47,8928.0,2,2,1,5.0,Relatively New,634.4772413600001,0,0,1,0,0,0,142
microtek greenburg,flat,sector 86,1.45,9797.0,3,2,3,8.0,Relatively New,1480.0,0,0,0,0,0,2,72
independent,house,sector 23,1.2,6230.0,3,2,2,3.0,New Property,1500.0,0,0,0,0,0,1,79
housing board colony,house,sector 28,5.5,30556.0,4,3,3,2.0,Old Property,1800.0,0,0,0,0,1,1,22
m3m golfestate,flat,sector 65,7.0,18181.0,3,3,2,12.0,Moderately Old,4042.1353980100002,0,0,1,0,0,0,60
signature global park,flat,sohna road road,0.65,7299.0,2,2,3,1.0,New Property,822.0,0,0,0,0,0,0,58
tata primanti,flat,sector 72,3.5,11428.0,4,5,3+,10.0,Relatively New,2625.0,0,1,0,0,1,0,38
microtek greenburg,flat,sector 86,1.25,8445.0,3,4,3,0.0,Relatively New,1309.95132257,1,0,0,0,0,0,49
professors enclave cghs,flat,sector 56,1.55,7750.0,3,3,3+,6.0,Moderately Old,1775.79323937,0,1,0,0,0,1,49
independent,house,sector 105,0.5,5556.0,2,2,0,1.0,Moderately Old,100.0,0,0,0,0,0,0,0
nitin vihar,house,sector 33,0.85,9444.0,3,2,0,1.0,Relatively New,900.0,0,0,0,0,0,0,15
uphar lakshya homes,flat,sector 105,0.42,4200.0,3,2,1,1.0,Relatively New,1187.45276251,0,0,0,0,0,0,7
vipul tatvam villa,house,sector 48,8.5,21250.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,0,1,1,49
microtek greenburg,flat,sector 86,1.3,15294.0,2,3,3,5.0,Relatively New,1037.2063080100002,1,0,0,0,0,1,45
dlf the skycourt,flat,sector 86,1.35,6998.0,3,3,1,9.0,Relatively New,1712.1879007300001,0,0,0,0,0,0,119
signature andour heights,flat,sector 71,0.55,8607.0,2,2,1,7.0,Relatively New,600.0,0,0,0,0,0,1,24
godrej,flat,sector 79,2.03,9046.0,3,4,3+,7.0,Relatively New,1994.38060033,0,1,0,0,0,0,118
indiabulls enigma,flat,sector 110,4.1,10567.0,5,5,2,10.0,Relatively New,3500.0,0,1,0,0,0,0,159
independent,house,sector 4,3.25,14444.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,27
dlf the primus,flat,sector 82a,1.8,13846.0,3,3,3+,10.0,Relatively New,1550.3471200000001,0,1,0,0,0,2,174
ansal height 86,flat,sector 86,0.8,5882.0,2,2,0,1.0,Relatively New,1360.0,0,0,0,0,0,0,0
smartworld 1dxp,flat,sector 113,2.75,10589.0,4,4,3+,20.0,Under Construction,2787.0766814200006,1,1,0,0,0,2,57
microtek greenburg,flat,sector 86,1.3,8756.0,2,2,3,10.0,Relatively New,1309.95132257,1,0,0,0,0,0,38
